event,gender,performance,points
300m,FEMALE,45.29,749.0
400m,FEMALE,1:03.80,749.0
500m,FEMALE,1:24.39,749.0
4x200m,FEMALE,1:56.77,749.0
4x400m,FEMALE,4:24.17,749.0
200m,FEMALE,27.97,748.0
300m,FEMALE,45.32,748.0
400m,FEMALE,1:03.83,748.0
500m,FEMALE,1:24.43,748.0
4x200m,FEMALE,1:56.83,748.0
4x400m,FEMALE,4:24.32,748.0
200m,FEMALE,27.98,747.0
300m,FEMALE,45.34,747.0
400m,FEMALE,1:03.86,747.0
500m,FEMALE,1:24.48,747.0
4x200m,FEMALE,1:56.90,747.0
4x400m,FEMALE,4:24.46,747.0
200m,FEMALE,28.0,746.0
300m,FEMALE,45.36,746.0
400m,FEMALE,1:03.89,746.0
500m,FEMALE,1:24.52,746.0
4x200m,FEMALE,1:56.96,746.0
4x400m,FEMALE,4:24.61,746.0
200m,FEMALE,28.01,745.0
300m,FEMALE,45.38,745.0
400m,FEMALE,1:03.92,745.0
500m,FEMALE,1:24.57,745.0
4x200m,FEMALE,1:57.02,745.0
4x400m,FEMALE,4:24.76,745.0
200m,FEMALE,28.02,744.0
300m,FEMALE,45.41,744.0
400m,FEMALE,1:03.96,744.0
500m,FEMALE,1:24.61,744.0
4x200m,FEMALE,1:57.09,744.0
4x400m,FEMALE,4:24.91,744.0
200m,FEMALE,28.03,743.0
300m,FEMALE,45.43,743.0
400m,FEMALE,1:03.99,743.0
500m,FEMALE,1:24.66,743.0
4x200m,FEMALE,1:57.15,743.0
4x400m,FEMALE,4:25.05,743.0
200m,FEMALE,28.05,742.0
300m,FEMALE,45.45,742.0
400m,FEMALE,1:04.02,742.0
500m,FEMALE,1:24.70,742.0
4x200m,FEMALE,1:57.22,742.0
4x400m,FEMALE,4:25.20,742.0
200m,FEMALE,28.06,741.0
300m,FEMALE,45.48,741.0
400m,FEMALE,1:04.05,741.0
500m,FEMALE,1:24.74,741.0
4x200m,FEMALE,1:57.28,741.0
4x400m,FEMALE,4:25.35,741.0
200m,FEMALE,28.07,740.0
300m,FEMALE,45.5,740.0
400m,FEMALE,1:04.09,740.0
500m,FEMALE,1:24.79,740.0
4x200m,FEMALE,1:57.34,740.0
4x400m,FEMALE,4:25.50,740.0
200m,FEMALE,28.09,739.0
300m,FEMALE,45.52,739.0
400m,FEMALE,1:04.12,739.0
500m,FEMALE,1:24.83,739.0
4x200m,FEMALE,1:57.41,739.0
4x400m,FEMALE,4:25.64,739.0
200m,FEMALE,28.1,738.0
300m,FEMALE,45.54,738.0
400m,FEMALE,1:04.15,738.0
500m,FEMALE,1:24.88,738.0
4x200m,FEMALE,1:57.47,738.0
4x400m,FEMALE,4:25.79,738.0
200m,FEMALE,28.11,737.0
300m,FEMALE,45.57,737.0
400m,FEMALE,1:04.18,737.0
500m,FEMALE,1:24.92,737.0
4x200m,FEMALE,1:57.54,737.0
4x400m,FEMALE,4:25.94,737.0
200m,FEMALE,28.13,736.0
300m,FEMALE,45.59,736.0
400m,FEMALE,1:04.22,736.0
500m,FEMALE,1:24.97,736.0
4x200m,FEMALE,1:57.60,736.0
4x400m,FEMALE,4:26.09,736.0
200m,FEMALE,28.14,735.0
300m,FEMALE,45.61,735.0
400m,FEMALE,1:04.25,735.0
500m,FEMALE,1:25.01,735.0
4x200m,FEMALE,1:57.66,735.0
4x400m,FEMALE,4:26.24,735.0
200m,FEMALE,28.15,734.0
300m,FEMALE,45.63,734.0
400m,FEMALE,1:04.28,734.0
500m,FEMALE,1:25.06,734.0
4x200m,FEMALE,1:57.73,734.0
4x400m,FEMALE,4:26.38,734.0
200m,FEMALE,28.17,733.0
300m,FEMALE,45.66,733.0
400m,FEMALE,1:04.31,733.0
500m,FEMALE,1:25.10,733.0
4x200m,FEMALE,1:57.79,733.0
4x400m,FEMALE,4:26.53,733.0
200m,FEMALE,28.18,732.0
300m,FEMALE,45.68,732.0
400m,FEMALE,1:04.35,732.0
500m,FEMALE,1:25.14,732.0
4x200m,FEMALE,1:57.86,732.0
4x400m,FEMALE,4:26.68,732.0
200m,FEMALE,28.19,731.0
300m,FEMALE,45.7,731.0
400m,FEMALE,1:04.38,731.0
500m,FEMALE,1:25.19,731.0
4x200m,FEMALE,1:57.92,731.0
4x400m,FEMALE,4:26.83,731.0
200m,FEMALE,28.21,730.0
300m,FEMALE,45.72,730.0
400m,FEMALE,1:04.41,730.0
500m,FEMALE,1:25.23,730.0
4x200m,FEMALE,1:57.99,730.0
4x400m,FEMALE,4:26.98,730.0
200m,FEMALE,28.22,729.0
300m,FEMALE,45.75,729.0
400m,FEMALE,1:04.44,729.0
500m,FEMALE,1:25.28,729.0
4x200m,FEMALE,1:58.05,729.0
4x400m,FEMALE,4:27.13,729.0
200m,FEMALE,28.23,728.0
300m,FEMALE,45.77,728.0
400m,FEMALE,1:04.48,728.0
500m,FEMALE,1:25.32,728.0
4x200m,FEMALE,1:58.11,728.0
4x400m,FEMALE,4:27.27,728.0
200m,FEMALE,28.25,727.0
300m,FEMALE,45.79,727.0
400m,FEMALE,1:04.51,727.0
500m,FEMALE,1:25.37,727.0
4x200m,FEMALE,1:58.18,727.0
4x400m,FEMALE,4:27.42,727.0
200m,FEMALE,28.26,726.0
300m,FEMALE,45.82,726.0
400m,FEMALE,1:04.54,726.0
500m,FEMALE,1:25.41,726.0
4x200m,FEMALE,1:58.24,726.0
4x400m,FEMALE,4:27.57,726.0
200m,FEMALE,28.27,725.0
300m,FEMALE,45.84,725.0
400m,FEMALE,1:04.57,725.0
500m,FEMALE,1:25.46,725.0
4x200m,FEMALE,1:58.31,725.0
4x400m,FEMALE,4:27.72,725.0
200m,FEMALE,28.29,724.0
300m,FEMALE,45.86,724.0
400m,FEMALE,1:04.61,724.0
500m,FEMALE,1:25.50,724.0
4x200m,FEMALE,1:58.37,724.0
4x400m,FEMALE,4:27.87,724.0
200m,FEMALE,28.3,723.0
300m,FEMALE,45.88,723.0
400m,FEMALE,1:04.64,723.0
500m,FEMALE,1:25.55,723.0
4x200m,FEMALE,1:58.44,723.0
4x400m,FEMALE,4:28.02,723.0
200m,FEMALE,28.31,722.0
300m,FEMALE,45.91,722.0
400m,FEMALE,1:04.67,722.0
500m,FEMALE,1:25.59,722.0
4x200m,FEMALE,1:58.50,722.0
4x400m,FEMALE,4:28.17,722.0
200m,FEMALE,28.33,721.0
300m,FEMALE,45.93,721.0
400m,FEMALE,1:04.70,721.0
500m,FEMALE,1:25.64,721.0
4x200m,FEMALE,1:58.57,721.0
4x400m,FEMALE,4:28.32,721.0
200m,FEMALE,28.34,720.0
300m,FEMALE,45.95,720.0
400m,FEMALE,1:04.74,720.0
500m,FEMALE,1:25.68,720.0
4x200m,FEMALE,1:58.63,720.0
4x400m,FEMALE,4:28.47,720.0
200m,FEMALE,28.35,719.0
300m,FEMALE,45.98,719.0
400m,FEMALE,1:04.77,719.0
500m,FEMALE,1:25.73,719.0
4x200m,FEMALE,1:58.70,719.0
4x400m,FEMALE,4:28.62,719.0
200m,FEMALE,28.37,718.0
300m,FEMALE,46.0,718.0
400m,FEMALE,1:04.80,718.0
500m,FEMALE,1:25.77,718.0
4x200m,FEMALE,1:58.76,718.0
4x400m,FEMALE,4:28.77,718.0
200m,FEMALE,28.38,717.0
300m,FEMALE,46.02,717.0
400m,FEMALE,1:04.84,717.0
500m,FEMALE,1:25.82,717.0
4x200m,FEMALE,1:58.83,717.0
4x400m,FEMALE,4:28.92,717.0
200m,FEMALE,28.39,716.0
300m,FEMALE,46.05,716.0
400m,FEMALE,1:04.87,716.0
500m,FEMALE,1:25.86,716.0
4x200m,FEMALE,1:58.89,716.0
4x400m,FEMALE,4:29.07,716.0
200m,FEMALE,28.41,715.0
300m,FEMALE,46.07,715.0
400m,FEMALE,1:04.90,715.0
500m,FEMALE,1:25.91,715.0
4x200m,FEMALE,1:58.96,715.0
4x400m,FEMALE,4:29.22,715.0
200m,FEMALE,28.42,714.0
300m,FEMALE,46.09,714.0
400m,FEMALE,1:04.94,714.0
500m,FEMALE,1:25.95,714.0
4x200m,FEMALE,1:59.02,714.0
4x400m,FEMALE,4:29.37,714.0
200m,FEMALE,28.43,713.0
300m,FEMALE,46.11,713.0
400m,FEMALE,1:04.97,713.0
500m,FEMALE,1:26.00,713.0
4x200m,FEMALE,1:59.09,713.0
4x400m,FEMALE,4:29.52,713.0
200m,FEMALE,28.45,712.0
300m,FEMALE,46.14,712.0
400m,FEMALE,1:05.00,712.0
500m,FEMALE,1:26.04,712.0
4x200m,FEMALE,1:59.15,712.0
4x400m,FEMALE,4:29.67,712.0
200m,FEMALE,28.46,711.0
300m,FEMALE,46.16,711.0
400m,FEMALE,1:05.03,711.0
500m,FEMALE,1:26.09,711.0
4x200m,FEMALE,1:59.22,711.0
4x400m,FEMALE,4:29.82,711.0
200m,FEMALE,28.47,710.0
300m,FEMALE,46.18,710.0
400m,FEMALE,1:05.07,710.0
500m,FEMALE,1:26.13,710.0
4x200m,FEMALE,1:59.28,710.0
4x400m,FEMALE,4:29.97,710.0
200m,FEMALE,28.49,709.0
300m,FEMALE,46.21,709.0
400m,FEMALE,1:05.10,709.0
500m,FEMALE,1:26.18,709.0
4x200m,FEMALE,1:59.35,709.0
4x400m,FEMALE,4:30.12,709.0
200m,FEMALE,28.5,708.0
300m,FEMALE,46.23,708.0
400m,FEMALE,1:05.13,708.0
500m,FEMALE,1:26.22,708.0
4x200m,FEMALE,1:59.41,708.0
4x400m,FEMALE,4:30.27,708.0
200m,FEMALE,28.51,707.0
300m,FEMALE,46.25,707.0
400m,FEMALE,1:05.17,707.0
500m,FEMALE,1:26.27,707.0
4x200m,FEMALE,1:59.48,707.0
4x400m,FEMALE,4:30.42,707.0
200m,FEMALE,28.53,706.0
300m,FEMALE,46.28,706.0
400m,FEMALE,1:05.20,706.0
500m,FEMALE,1:26.32,706.0
4x200m,FEMALE,1:59.54,706.0
4x400m,FEMALE,4:30.57,706.0
200m,FEMALE,28.54,705.0
300m,FEMALE,46.3,705.0
400m,FEMALE,1:05.23,705.0
500m,FEMALE,1:26.36,705.0
4x200m,FEMALE,1:59.61,705.0
4x400m,FEMALE,4:30.73,705.0
200m,FEMALE,28.55,704.0
300m,FEMALE,46.32,704.0
400m,FEMALE,1:05.27,704.0
500m,FEMALE,1:26.41,704.0
4x200m,FEMALE,1:59.67,704.0
4x400m,FEMALE,4:30.88,704.0
200m,FEMALE,28.57,703.0
300m,FEMALE,46.35,703.0
400m,FEMALE,1:05.30,703.0
500m,FEMALE,1:26.45,703.0
4x200m,FEMALE,1:59.74,703.0
4x400m,FEMALE,4:31.03,703.0
200m,FEMALE,28.58,702.0
300m,FEMALE,46.37,702.0
400m,FEMALE,1:05.33,702.0
500m,FEMALE,1:26.50,702.0
4x200m,FEMALE,1:59.81,702.0
4x400m,FEMALE,4:31.18,702.0
200m,FEMALE,28.59,701.0
300m,FEMALE,46.39,701.0
400m,FEMALE,1:05.37,701.0
500m,FEMALE,1:26.54,701.0
4x200m,FEMALE,1:59.87,701.0
4x400m,FEMALE,4:31.33,701.0
200m,FEMALE,28.61,700.0
300m,FEMALE,46.42,700.0
400m,FEMALE,1:05.40,700.0
500m,FEMALE,1:26.59,700.0
4x200m,FEMALE,1:59.94,700.0
4x400m,FEMALE,4:31.48,700.0
200m,FEMALE,28.62,699.0
300m,FEMALE,46.44,699.0
400m,FEMALE,1:05.43,699.0
500m,FEMALE,1:26.63,699.0
4x200m,FEMALE,2:00.00,699.0
4x400m,FEMALE,4:31.63,699.0
200m,FEMALE,28.63,698.0
300m,FEMALE,46.46,698.0
400m,FEMALE,1:05.47,698.0
500m,FEMALE,1:26.68,698.0
4x200m,FEMALE,2:00.07,698.0
4x400m,FEMALE,4:31.79,698.0
200m,FEMALE,28.65,697.0
300m,FEMALE,46.49,697.0
400m,FEMALE,1:05.50,697.0
500m,FEMALE,1:26.73,697.0
4x200m,FEMALE,2:00.14,697.0
4x400m,FEMALE,4:31.94,697.0
200m,FEMALE,28.66,696.0
300m,FEMALE,46.51,696.0
400m,FEMALE,1:05.53,696.0
500m,FEMALE,1:26.77,696.0
4x200m,FEMALE,2:00.20,696.0
4x400m,FEMALE,4:32.09,696.0
200m,FEMALE,28.67,695.0
300m,FEMALE,46.53,695.0
400m,FEMALE,1:05.57,695.0
500m,FEMALE,1:26.82,695.0
4x200m,FEMALE,2:00.27,695.0
4x400m,FEMALE,4:32.24,695.0
200m,FEMALE,28.69,694.0
300m,FEMALE,46.56,694.0
400m,FEMALE,1:05.60,694.0
500m,FEMALE,1:26.86,694.0
4x200m,FEMALE,2:00.33,694.0
4x400m,FEMALE,4:32.40,694.0
200m,FEMALE,28.7,693.0
300m,FEMALE,46.58,693.0
400m,FEMALE,1:05.63,693.0
500m,FEMALE,1:26.91,693.0
4x200m,FEMALE,2:00.40,693.0
4x400m,FEMALE,4:32.55,693.0
200m,FEMALE,28.71,692.0
300m,FEMALE,46.6,692.0
400m,FEMALE,1:05.67,692.0
500m,FEMALE,1:26.95,692.0
4x200m,FEMALE,2:00.47,692.0
4x400m,FEMALE,4:32.70,692.0
200m,FEMALE,28.73,691.0
300m,FEMALE,46.63,691.0
400m,FEMALE,1:05.70,691.0
500m,FEMALE,1:27.00,691.0
4x200m,FEMALE,2:00.53,691.0
4x400m,FEMALE,4:32.85,691.0
200m,FEMALE,28.74,690.0
300m,FEMALE,46.65,690.0
400m,FEMALE,1:05.73,690.0
500m,FEMALE,1:27.05,690.0
4x200m,FEMALE,2:00.60,690.0
4x400m,FEMALE,4:33.01,690.0
200m,FEMALE,28.76,689.0
300m,FEMALE,46.67,689.0
400m,FEMALE,1:05.77,689.0
500m,FEMALE,1:27.09,689.0
4x200m,FEMALE,2:00.66,689.0
4x400m,FEMALE,4:33.16,689.0
200m,FEMALE,28.77,688.0
300m,FEMALE,46.7,688.0
400m,FEMALE,1:05.80,688.0
500m,FEMALE,1:27.14,688.0
4x200m,FEMALE,2:00.73,688.0
4x400m,FEMALE,4:33.31,688.0
200m,FEMALE,28.78,687.0
300m,FEMALE,46.72,687.0
400m,FEMALE,1:05.83,687.0
500m,FEMALE,1:27.18,687.0
4x200m,FEMALE,2:00.80,687.0
4x400m,FEMALE,4:33.47,687.0
200m,FEMALE,28.8,686.0
300m,FEMALE,46.74,686.0
400m,FEMALE,1:05.87,686.0
500m,FEMALE,1:27.23,686.0
4x200m,FEMALE,2:00.86,686.0
4x400m,FEMALE,4:33.62,686.0
200m,FEMALE,28.81,685.0
300m,FEMALE,46.77,685.0
400m,FEMALE,1:05.90,685.0
500m,FEMALE,1:27.28,685.0
4x200m,FEMALE,2:00.93,685.0
4x400m,FEMALE,4:33.77,685.0
200m,FEMALE,28.82,684.0
300m,FEMALE,46.79,684.0
400m,FEMALE,1:05.93,684.0
500m,FEMALE,1:27.32,684.0
4x200m,FEMALE,2:01.00,684.0
4x400m,FEMALE,4:33.93,684.0
200m,FEMALE,28.84,683.0
300m,FEMALE,46.81,683.0
400m,FEMALE,1:05.97,683.0
500m,FEMALE,1:27.37,683.0
4x200m,FEMALE,2:01.06,683.0
4x400m,FEMALE,4:34.08,683.0
200m,FEMALE,28.85,682.0
300m,FEMALE,46.84,682.0
400m,FEMALE,1:06.00,682.0
500m,FEMALE,1:27.42,682.0
4x200m,FEMALE,2:01.13,682.0
4x400m,FEMALE,4:34.23,682.0
200m,FEMALE,28.86,681.0
300m,FEMALE,46.86,681.0
400m,FEMALE,1:06.04,681.0
500m,FEMALE,1:27.46,681.0
4x200m,FEMALE,2:01.20,681.0
4x400m,FEMALE,4:34.39,681.0
200m,FEMALE,28.88,680.0
300m,FEMALE,46.88,680.0
400m,FEMALE,1:06.07,680.0
500m,FEMALE,1:27.51,680.0
4x200m,FEMALE,2:01.26,680.0
4x400m,FEMALE,4:34.54,680.0
200m,FEMALE,28.89,679.0
300m,FEMALE,46.91,679.0
400m,FEMALE,1:06.10,679.0
500m,FEMALE,1:27.55,679.0
4x200m,FEMALE,2:01.33,679.0
4x400m,FEMALE,4:34.70,679.0
200m,FEMALE,28.91,678.0
300m,FEMALE,46.93,678.0
400m,FEMALE,1:06.14,678.0
500m,FEMALE,1:27.60,678.0
4x200m,FEMALE,2:01.40,678.0
4x400m,FEMALE,4:34.85,678.0
200m,FEMALE,28.92,677.0
300m,FEMALE,46.96,677.0
400m,FEMALE,1:06.17,677.0
500m,FEMALE,1:27.65,677.0
4x200m,FEMALE,2:01.46,677.0
4x400m,FEMALE,4:35.00,677.0
200m,FEMALE,28.93,676.0
300m,FEMALE,46.98,676.0
400m,FEMALE,1:06.20,676.0
500m,FEMALE,1:27.69,676.0
4x200m,FEMALE,2:01.53,676.0
4x400m,FEMALE,4:35.16,676.0
200m,FEMALE,28.95,675.0
300m,FEMALE,47.0,675.0
400m,FEMALE,1:06.24,675.0
500m,FEMALE,1:27.74,675.0
4x200m,FEMALE,2:01.60,675.0
4x400m,FEMALE,4:35.31,675.0
200m,FEMALE,28.96,674.0
300m,FEMALE,47.03,674.0
400m,FEMALE,1:06.27,674.0
500m,FEMALE,1:27.79,674.0
4x200m,FEMALE,2:01.66,674.0
4x400m,FEMALE,4:35.47,674.0
200m,FEMALE,28.97,673.0
300m,FEMALE,47.05,673.0
400m,FEMALE,1:06.31,673.0
500m,FEMALE,1:27.83,673.0
4x200m,FEMALE,2:01.73,673.0
4x400m,FEMALE,4:35.62,673.0
200m,FEMALE,28.99,672.0
300m,FEMALE,47.07,672.0
400m,FEMALE,1:06.34,672.0
500m,FEMALE,1:27.88,672.0
4x200m,FEMALE,2:01.80,672.0
4x400m,FEMALE,4:35.78,672.0
200m,FEMALE,29.0,671.0
300m,FEMALE,47.1,671.0
400m,FEMALE,1:06.37,671.0
500m,FEMALE,1:27.93,671.0
4x200m,FEMALE,2:01.86,671.0
4x400m,FEMALE,4:35.93,671.0
200m,FEMALE,29.02,670.0
300m,FEMALE,47.12,670.0
400m,FEMALE,1:06.41,670.0
500m,FEMALE,1:27.97,670.0
4x200m,FEMALE,2:01.93,670.0
4x400m,FEMALE,4:36.09,670.0
200m,FEMALE,29.03,669.0
300m,FEMALE,47.15,669.0
400m,FEMALE,1:06.44,669.0
500m,FEMALE,1:28.02,669.0
4x200m,FEMALE,2:02.00,669.0
4x400m,FEMALE,4:36.24,669.0
200m,FEMALE,29.04,668.0
300m,FEMALE,47.17,668.0
400m,FEMALE,1:06.48,668.0
500m,FEMALE,1:28.07,668.0
4x200m,FEMALE,2:02.07,668.0
4x400m,FEMALE,4:36.40,668.0
200m,FEMALE,29.06,667.0
300m,FEMALE,47.19,667.0
400m,FEMALE,1:06.51,667.0
500m,FEMALE,1:28.11,667.0
4x200m,FEMALE,2:02.13,667.0
4x400m,FEMALE,4:36.55,667.0
200m,FEMALE,29.07,666.0
300m,FEMALE,47.22,666.0
400m,FEMALE,1:06.54,666.0
500m,FEMALE,1:28.16,666.0
4x200m,FEMALE,2:02.20,666.0
4x400m,FEMALE,4:36.71,666.0
200m,FEMALE,29.08,665.0
300m,FEMALE,47.24,665.0
400m,FEMALE,1:06.58,665.0
500m,FEMALE,1:28.21,665.0
4x200m,FEMALE,2:02.27,665.0
4x400m,FEMALE,4:36.86,665.0
200m,FEMALE,29.1,664.0
300m,FEMALE,47.26,664.0
400m,FEMALE,1:06.61,664.0
500m,FEMALE,1:28.25,664.0
4x200m,FEMALE,2:02.34,664.0
4x400m,FEMALE,4:37.02,664.0
200m,FEMALE,29.11,663.0
300m,FEMALE,47.29,663.0
400m,FEMALE,1:06.65,663.0
500m,FEMALE,1:28.30,663.0
4x200m,FEMALE,2:02.40,663.0
4x400m,FEMALE,4:37.18,663.0
200m,FEMALE,29.13,662.0
300m,FEMALE,47.31,662.0
400m,FEMALE,1:06.68,662.0
500m,FEMALE,1:28.35,662.0
4x200m,FEMALE,2:02.47,662.0
4x400m,FEMALE,4:37.33,662.0
200m,FEMALE,29.14,661.0
300m,FEMALE,47.34,661.0
400m,FEMALE,1:06.72,661.0
500m,FEMALE,1:28.39,661.0
4x200m,FEMALE,2:02.54,661.0
4x400m,FEMALE,4:37.49,661.0
200m,FEMALE,29.15,660.0
300m,FEMALE,47.36,660.0
400m,FEMALE,1:06.75,660.0
500m,FEMALE,1:28.44,660.0
4x200m,FEMALE,2:02.61,660.0
4x400m,FEMALE,4:37.64,660.0
200m,FEMALE,29.17,659.0
300m,FEMALE,47.38,659.0
400m,FEMALE,1:06.78,659.0
500m,FEMALE,1:28.49,659.0
4x200m,FEMALE,2:02.67,659.0
4x400m,FEMALE,4:37.80,659.0
200m,FEMALE,29.18,658.0
300m,FEMALE,47.41,658.0
400m,FEMALE,1:06.82,658.0
500m,FEMALE,1:28.54,658.0
4x200m,FEMALE,2:02.74,658.0
4x400m,FEMALE,4:37.96,658.0
200m,FEMALE,29.2,657.0
300m,FEMALE,47.43,657.0
400m,FEMALE,1:06.85,657.0
500m,FEMALE,1:28.58,657.0
4x200m,FEMALE,2:02.81,657.0
4x400m,FEMALE,4:38.11,657.0
200m,FEMALE,29.21,656.0
300m,FEMALE,47.46,656.0
400m,FEMALE,1:06.89,656.0
500m,FEMALE,1:28.63,656.0
4x200m,FEMALE,2:02.88,656.0
4x400m,FEMALE,4:38.27,656.0
200m,FEMALE,29.22,655.0
300m,FEMALE,47.48,655.0
400m,FEMALE,1:06.92,655.0
500m,FEMALE,1:28.68,655.0
4x200m,FEMALE,2:02.95,655.0
4x400m,FEMALE,4:38.43,655.0
200m,FEMALE,29.24,654.0
300m,FEMALE,47.5,654.0
400m,FEMALE,1:06.96,654.0
500m,FEMALE,1:28.72,654.0
4x200m,FEMALE,2:03.01,654.0
4x400m,FEMALE,4:38.58,654.0
200m,FEMALE,29.25,653.0
300m,FEMALE,47.53,653.0
400m,FEMALE,1:06.99,653.0
500m,FEMALE,1:28.77,653.0
4x200m,FEMALE,2:03.08,653.0
4x400m,FEMALE,4:38.74,653.0
200m,FEMALE,29.27,652.0
300m,FEMALE,47.55,652.0
400m,FEMALE,1:07.02,652.0
500m,FEMALE,1:28.82,652.0
4x200m,FEMALE,2:03.15,652.0
4x400m,FEMALE,4:38.90,652.0
200m,FEMALE,29.28,651.0
300m,FEMALE,47.58,651.0
400m,FEMALE,1:07.06,651.0
500m,FEMALE,1:28.87,651.0
4x200m,FEMALE,2:03.22,651.0
4x400m,FEMALE,4:39.06,651.0
200m,FEMALE,29.29,650.0
300m,FEMALE,47.6,650.0
400m,FEMALE,1:07.09,650.0
500m,FEMALE,1:28.91,650.0
4x200m,FEMALE,2:03.29,650.0
4x400m,FEMALE,4:39.21,650.0
200m,FEMALE,29.31,649.0
300m,FEMALE,47.62,649.0
400m,FEMALE,1:07.13,649.0
500m,FEMALE,1:28.96,649.0
4x200m,FEMALE,2:03.35,649.0
4x400m,FEMALE,4:39.37,649.0
200m,FEMALE,29.32,648.0
300m,FEMALE,47.65,648.0
400m,FEMALE,1:07.16,648.0
500m,FEMALE,1:29.01,648.0
4x200m,FEMALE,2:03.42,648.0
4x400m,FEMALE,4:39.53,648.0
200m,FEMALE,29.34,647.0
300m,FEMALE,47.67,647.0
400m,FEMALE,1:07.20,647.0
500m,FEMALE,1:29.06,647.0
4x200m,FEMALE,2:03.49,647.0
4x400m,FEMALE,4:39.69,647.0
200m,FEMALE,29.35,646.0
300m,FEMALE,47.7,646.0
400m,FEMALE,1:07.23,646.0
500m,FEMALE,1:29.10,646.0
4x200m,FEMALE,2:03.56,646.0
4x400m,FEMALE,4:39.84,646.0
200m,FEMALE,29.36,645.0
300m,FEMALE,47.72,645.0
400m,FEMALE,1:07.27,645.0
500m,FEMALE,1:29.15,645.0
4x200m,FEMALE,2:03.63,645.0
4x400m,FEMALE,4:40.00,645.0
200m,FEMALE,29.38,644.0
300m,FEMALE,47.75,644.0
400m,FEMALE,1:07.30,644.0
500m,FEMALE,1:29.20,644.0
4x200m,FEMALE,2:03.70,644.0
4x400m,FEMALE,4:40.16,644.0
200m,FEMALE,29.39,643.0
300m,FEMALE,47.77,643.0
400m,FEMALE,1:07.34,643.0
500m,FEMALE,1:29.25,643.0
4x200m,FEMALE,2:03.77,643.0
4x400m,FEMALE,4:40.32,643.0
200m,FEMALE,29.41,642.0
300m,FEMALE,47.79,642.0
400m,FEMALE,1:07.37,642.0
500m,FEMALE,1:29.29,642.0
4x200m,FEMALE,2:03.83,642.0
4x400m,FEMALE,4:40.48,642.0
200m,FEMALE,29.42,641.0
300m,FEMALE,47.82,641.0
400m,FEMALE,1:07.41,641.0
500m,FEMALE,1:29.34,641.0
4x200m,FEMALE,2:03.90,641.0
4x400m,FEMALE,4:40.64,641.0
200m,FEMALE,29.43,640.0
300m,FEMALE,47.84,640.0
400m,FEMALE,1:07.44,640.0
500m,FEMALE,1:29.39,640.0
4x200m,FEMALE,2:03.97,640.0
4x400m,FEMALE,4:40.79,640.0
200m,FEMALE,29.45,639.0
300m,FEMALE,47.87,639.0
400m,FEMALE,1:07.48,639.0
500m,FEMALE,1:29.44,639.0
4x200m,FEMALE,2:04.04,639.0
4x400m,FEMALE,4:40.95,639.0
200m,FEMALE,29.46,638.0
300m,FEMALE,47.89,638.0
400m,FEMALE,1:07.51,638.0
500m,FEMALE,1:29.48,638.0
4x200m,FEMALE,2:04.11,638.0
4x400m,FEMALE,4:41.11,638.0
200m,FEMALE,29.48,637.0
300m,FEMALE,47.92,637.0
400m,FEMALE,1:07.54,637.0
500m,FEMALE,1:29.53,637.0
4x200m,FEMALE,2:04.18,637.0
4x400m,FEMALE,4:41.27,637.0
200m,FEMALE,29.49,636.0
300m,FEMALE,47.94,636.0
400m,FEMALE,1:07.58,636.0
500m,FEMALE,1:29.58,636.0
4x200m,FEMALE,2:04.25,636.0
4x400m,FEMALE,4:41.43,636.0
200m,FEMALE,29.5,635.0
300m,FEMALE,47.97,635.0
400m,FEMALE,1:07.61,635.0
500m,FEMALE,1:29.63,635.0
4x200m,FEMALE,2:04.32,635.0
4x400m,FEMALE,4:41.59,635.0
200m,FEMALE,29.52,634.0
300m,FEMALE,47.99,634.0
400m,FEMALE,1:07.65,634.0
500m,FEMALE,1:29.68,634.0
4x200m,FEMALE,2:04.38,634.0
4x400m,FEMALE,4:41.75,634.0
200m,FEMALE,29.53,633.0
300m,FEMALE,48.01,633.0
400m,FEMALE,1:07.68,633.0
500m,FEMALE,1:29.72,633.0
4x200m,FEMALE,2:04.45,633.0
4x400m,FEMALE,4:41.91,633.0
200m,FEMALE,29.55,632.0
300m,FEMALE,48.04,632.0
400m,FEMALE,1:07.72,632.0
500m,FEMALE,1:29.77,632.0
4x200m,FEMALE,2:04.52,632.0
4x400m,FEMALE,4:42.07,632.0
200m,FEMALE,29.56,631.0
300m,FEMALE,48.06,631.0
400m,FEMALE,1:07.75,631.0
500m,FEMALE,1:29.82,631.0
4x200m,FEMALE,2:04.59,631.0
4x400m,FEMALE,4:42.23,631.0
200m,FEMALE,29.58,630.0
300m,FEMALE,48.09,630.0
400m,FEMALE,1:07.79,630.0
500m,FEMALE,1:29.87,630.0
4x200m,FEMALE,2:04.66,630.0
4x400m,FEMALE,4:42.39,630.0
200m,FEMALE,29.59,629.0
300m,FEMALE,48.11,629.0
400m,FEMALE,1:07.82,629.0
500m,FEMALE,1:29.92,629.0
4x200m,FEMALE,2:04.73,629.0
4x400m,FEMALE,4:42.55,629.0
200m,FEMALE,29.6,628.0
300m,FEMALE,48.14,628.0
400m,FEMALE,1:07.86,628.0
500m,FEMALE,1:29.96,628.0
4x200m,FEMALE,2:04.80,628.0
4x400m,FEMALE,4:42.71,628.0
200m,FEMALE,29.62,627.0
300m,FEMALE,48.16,627.0
400m,FEMALE,1:07.90,627.0
500m,FEMALE,1:30.01,627.0
4x200m,FEMALE,2:04.87,627.0
