event,gender,performance,points
200m,MALE,23.97,729.0
300m,MALE,37.89,729.0
400m,MALE,53.33,729.0
500m,MALE,1:10.07,729.0
4x200m,MALE,1:35.66,729.0
4x400m,MALE,3:37.90,729.0
200m,MALE,23.98,728.0
300m,MALE,37.9,728.0
400m,MALE,53.35,728.0
500m,MALE,1:10.10,728.0
4x200m,MALE,1:35.69,728.0
4x400m,MALE,3:37.98,728.0
300m,MALE,37.91,727.0
400m,MALE,53.37,727.0
500m,MALE,1:10.12,727.0
4x200m,MALE,1:35.72,727.0
4x400m,MALE,3:38.06,727.0
200m,MALE,23.99,726.0
300m,MALE,37.93,726.0
400m,MALE,53.39,726.0
500m,MALE,1:10.15,726.0
4x200m,MALE,1:35.76,726.0
4x400m,MALE,3:38.15,726.0
200m,MALE,24.0,725.0
300m,MALE,37.94,725.0
400m,MALE,53.41,725.0
500m,MALE,1:10.17,725.0
4x200m,MALE,1:35.79,725.0
4x400m,MALE,3:38.23,725.0
200m,MALE,24.01,724.0
300m,MALE,37.96,724.0
400m,MALE,53.43,724.0
500m,MALE,1:10.20,724.0
4x200m,MALE,1:35.82,724.0
4x400m,MALE,3:38.32,724.0
200m,MALE,24.02,723.0
300m,MALE,37.97,723.0
400m,MALE,53.45,723.0
500m,MALE,1:10.22,723.0
4x200m,MALE,1:35.86,723.0
4x400m,MALE,3:38.40,723.0
200m,MALE,24.03,722.0
300m,MALE,37.98,722.0
400m,MALE,53.47,722.0
500m,MALE,1:10.25,722.0
4x200m,MALE,1:35.89,722.0
4x400m,MALE,3:38.48,722.0
300m,MALE,38.0,721.0
400m,MALE,53.48,721.0
500m,MALE,1:10.27,721.0
4x200m,MALE,1:35.92,721.0
4x400m,MALE,3:38.57,721.0
200m,MALE,24.04,720.0
300m,MALE,38.01,720.0
400m,MALE,53.5,720.0
500m,MALE,1:10.30,720.0
4x200m,MALE,1:35.96,720.0
4x400m,MALE,3:38.65,720.0
200m,MALE,24.05,719.0
300m,MALE,38.03,719.0
400m,MALE,53.52,719.0
500m,MALE,1:10.32,719.0
4x200m,MALE,1:35.99,719.0
4x400m,MALE,3:38.74,719.0
200m,MALE,24.06,718.0
300m,MALE,38.04,718.0
400m,MALE,53.54,718.0
500m,MALE,1:10.35,718.0
4x200m,MALE,1:36.02,718.0
4x400m,MALE,3:38.82,718.0
200m,MALE,24.07,717.0
300m,MALE,38.05,717.0
400m,MALE,53.56,717.0
500m,MALE,1:10.37,717.0
4x200m,MALE,1:36.06,717.0
4x400m,MALE,3:38.91,717.0
200m,MALE,24.08,716.0
300m,MALE,38.07,716.0
400m,MALE,53.58,716.0
500m,MALE,1:10.40,716.0
4x200m,MALE,1:36.09,716.0
4x400m,MALE,3:38.99,716.0
300m,MALE,38.08,715.0
400m,MALE,53.6,715.0
500m,MALE,1:10.42,715.0
4x200m,MALE,1:36.12,715.0
4x400m,MALE,3:39.07,715.0
200m,MALE,24.09,714.0
300m,MALE,38.1,714.0
400m,MALE,53.62,714.0
500m,MALE,1:10.45,714.0
4x200m,MALE,1:36.16,714.0
4x400m,MALE,3:39.16,714.0
200m,MALE,24.1,713.0
300m,MALE,38.11,713.0
400m,MALE,53.64,713.0
500m,MALE,1:10.47,713.0
4x200m,MALE,1:36.19,713.0
4x400m,MALE,3:39.24,713.0
200m,MALE,24.11,712.0
300m,MALE,38.12,712.0
400m,MALE,53.65,712.0
500m,MALE,1:10.50,712.0
4x200m,MALE,1:36.22,712.0
4x400m,MALE,3:39.33,712.0
200m,MALE,24.12,711.0
300m,MALE,38.14,711.0
400m,MALE,53.67,711.0
500m,MALE,1:10.52,711.0
4x200m,MALE,1:36.26,711.0
4x400m,MALE,3:39.41,711.0
200m,MALE,24.13,710.0
300m,MALE,38.15,710.0
400m,MALE,53.69,710.0
500m,MALE,1:10.55,710.0
4x200m,MALE,1:36.29,710.0
4x400m,MALE,3:39.50,710.0
300m,MALE,38.16,709.0
400m,MALE,53.71,709.0
500m,MALE,1:10.57,709.0
4x200m,MALE,1:36.32,709.0
4x400m,MALE,3:39.58,709.0
200m,MALE,24.14,708.0
300m,MALE,38.18,708.0
400m,MALE,53.73,708.0
500m,MALE,1:10.60,708.0
4x200m,MALE,1:36.36,708.0
4x400m,MALE,3:39.67,708.0
200m,MALE,24.15,707.0
300m,MALE,38.19,707.0
400m,MALE,53.75,707.0
500m,MALE,1:10.62,707.0
4x200m,MALE,1:36.39,707.0
4x400m,MALE,3:39.75,707.0
200m,MALE,24.16,706.0
300m,MALE,38.21,706.0
400m,MALE,53.77,706.0
500m,MALE,1:10.65,706.0
4x200m,MALE,1:36.43,706.0
4x400m,MALE,3:39.84,706.0
200m,MALE,24.17,705.0
300m,MALE,38.22,705.0
400m,MALE,53.79,705.0
500m,MALE,1:10.67,705.0
4x200m,MALE,1:36.46,705.0
4x400m,MALE,3:39.92,705.0
200m,MALE,24.18,704.0
300m,MALE,38.23,704.0
400m,MALE,53.81,704.0
500m,MALE,1:10.70,704.0
4x200m,MALE,1:36.49,704.0
4x400m,MALE,3:40.01,704.0
300m,MALE,38.25,703.0
400m,MALE,53.83,703.0
500m,MALE,1:10.72,703.0
4x200m,MALE,1:36.53,703.0
4x400m,MALE,3:40.09,703.0
200m,MALE,24.19,702.0
300m,MALE,38.26,702.0
400m,MALE,53.84,702.0
500m,MALE,1:10.75,702.0
4x200m,MALE,1:36.56,702.0
4x400m,MALE,3:40.18,702.0
200m,MALE,24.2,701.0
300m,MALE,38.28,701.0
400m,MALE,53.86,701.0
500m,MALE,1:10.77,701.0
4x200m,MALE,1:36.59,701.0
4x400m,MALE,3:40.26,701.0
200m,MALE,24.21,700.0
300m,MALE,38.29,700.0
400m,MALE,53.88,700.0
500m,MALE,1:10.80,700.0
4x200m,MALE,1:36.63,700.0
4x400m,MALE,3:40.35,700.0
200m,MALE,24.22,699.0
300m,MALE,38.31,699.0
400m,MALE,53.9,699.0
500m,MALE,1:10.82,699.0
4x200m,MALE,1:36.66,699.0
4x400m,MALE,3:40.44,699.0
200m,MALE,24.23,698.0
300m,MALE,38.32,698.0
400m,MALE,53.92,698.0
500m,MALE,1:10.85,698.0
4x200m,MALE,1:36.70,698.0
4x400m,MALE,3:40.52,698.0
200m,MALE,24.24,697.0
300m,MALE,38.33,697.0
400m,MALE,53.94,697.0
500m,MALE,1:10.87,697.0
4x200m,MALE,1:36.73,697.0
4x400m,MALE,3:40.61,697.0
300m,MALE,38.35,696.0
400m,MALE,53.96,696.0
500m,MALE,1:10.90,696.0
4x200m,MALE,1:36.76,696.0
4x400m,MALE,3:40.69,696.0
200m,MALE,24.25,695.0
300m,MALE,38.36,695.0
400m,MALE,53.98,695.0
500m,MALE,1:10.92,695.0
4x200m,MALE,1:36.80,695.0
4x400m,MALE,3:40.78,695.0
200m,MALE,24.26,694.0
300m,MALE,38.38,694.0
400m,MALE,54.0,694.0
500m,MALE,1:10.95,694.0
4x200m,MALE,1:36.83,694.0
4x400m,MALE,3:40.86,694.0
200m,MALE,24.27,693.0
300m,MALE,38.39,693.0
400m,MALE,54.02,693.0
500m,MALE,1:10.97,693.0
4x200m,MALE,1:36.87,693.0
4x400m,MALE,3:40.95,693.0
200m,MALE,24.28,692.0
300m,MALE,38.4,692.0
400m,MALE,54.04,692.0
500m,MALE,1:11.00,692.0
4x200m,MALE,1:36.90,692.0
4x400m,MALE,3:41.04,692.0
200m,MALE,24.29,691.0
300m,MALE,38.42,691.0
400m,MALE,54.05,691.0
500m,MALE,1:11.02,691.0
4x200m,MALE,1:36.93,691.0
4x400m,MALE,3:41.12,691.0
300m,MALE,38.43,690.0
400m,MALE,54.07,690.0
500m,MALE,1:11.05,690.0
4x200m,MALE,1:36.97,690.0
4x400m,MALE,3:41.21,690.0
200m,MALE,24.3,689.0
300m,MALE,38.45,689.0
400m,MALE,54.09,689.0
500m,MALE,1:11.07,689.0
4x200m,MALE,1:37.00,689.0
4x400m,MALE,3:41.29,689.0
200m,MALE,24.31,688.0
300m,MALE,38.46,688.0
400m,MALE,54.11,688.0
500m,MALE,1:11.10,688.0
4x200m,MALE,1:37.04,688.0
4x400m,MALE,3:41.38,688.0
200m,MALE,24.32,687.0
300m,MALE,38.47,687.0
400m,MALE,54.13,687.0
500m,MALE,1:11.12,687.0
4x200m,MALE,1:37.07,687.0
4x400m,MALE,3:41.47,687.0
200m,MALE,24.33,686.0
300m,MALE,38.49,686.0
400m,MALE,54.15,686.0
500m,MALE,1:11.15,686.0
4x200m,MALE,1:37.10,686.0
4x400m,MALE,3:41.55,686.0
200m,MALE,24.34,685.0
300m,MALE,38.5,685.0
400m,MALE,54.17,685.0
500m,MALE,1:11.18,685.0
4x200m,MALE,1:37.14,685.0
4x400m,MALE,3:41.64,685.0
200m,MALE,24.35,684.0
300m,MALE,38.52,684.0
400m,MALE,54.19,684.0
500m,MALE,1:11.20,684.0
4x200m,MALE,1:37.17,684.0
4x400m,MALE,3:41.73,684.0
300m,MALE,38.53,683.0
400m,MALE,54.21,683.0
500m,MALE,1:11.23,683.0
4x200m,MALE,1:37.21,683.0
4x400m,MALE,3:41.81,683.0
200m,MALE,24.36,682.0
300m,MALE,38.55,682.0
400m,MALE,54.23,682.0
500m,MALE,1:11.25,682.0
4x200m,MALE,1:37.24,682.0
4x400m,MALE,3:41.90,682.0
200m,MALE,24.37,681.0
300m,MALE,38.56,681.0
400m,MALE,54.25,681.0
500m,MALE,1:11.28,681.0
4x200m,MALE,1:37.28,681.0
4x400m,MALE,3:41.98,681.0
200m,MALE,24.38,680.0
300m,MALE,38.57,680.0
400m,MALE,54.27,680.0
500m,MALE,1:11.30,680.0
4x200m,MALE,1:37.31,680.0
4x400m,MALE,3:42.07,680.0
200m,MALE,24.39,679.0
300m,MALE,38.59,679.0
400m,MALE,54.29,679.0
500m,MALE,1:11.33,679.0
4x200m,MALE,1:37.34,679.0
4x400m,MALE,3:42.16,679.0
200m,MALE,24.4,678.0
300m,MALE,38.6,678.0
400m,MALE,54.31,678.0
500m,MALE,1:11.35,678.0
4x200m,MALE,1:37.38,678.0
4x400m,MALE,3:42.25,678.0
200m,MALE,24.41,677.0
300m,MALE,38.62,677.0
400m,MALE,54.33,677.0
500m,MALE,1:11.38,677.0
4x200m,MALE,1:37.41,677.0
4x400m,MALE,3:42.33,677.0
300m,MALE,38.63,676.0
400m,MALE,54.34,676.0
500m,MALE,1:11.41,676.0
4x200m,MALE,1:37.45,676.0
4x400m,MALE,3:42.42,676.0
200m,MALE,24.42,675.0
300m,MALE,38.65,675.0
400m,MALE,54.36,675.0
500m,MALE,1:11.43,675.0
4x200m,MALE,1:37.48,675.0
4x400m,MALE,3:42.51,675.0
200m,MALE,24.43,674.0
300m,MALE,38.66,674.0
400m,MALE,54.38,674.0
500m,MALE,1:11.46,674.0
4x200m,MALE,1:37.52,674.0
4x400m,MALE,3:42.59,674.0
200m,MALE,24.44,673.0
300m,MALE,38.67,673.0
400m,MALE,54.4,673.0
500m,MALE,1:11.48,673.0
4x200m,MALE,1:37.55,673.0
4x400m,MALE,3:42.68,673.0
200m,MALE,24.45,672.0
300m,MALE,38.69,672.0
400m,MALE,54.42,672.0
500m,MALE,1:11.51,672.0
4x200m,MALE,1:37.59,672.0
4x400m,MALE,3:42.77,672.0
200m,MALE,24.46,671.0
300m,MALE,38.7,671.0
400m,MALE,54.44,671.0
500m,MALE,1:11.53,671.0
4x200m,MALE,1:37.62,671.0
4x400m,MALE,3:42.85,671.0
200m,MALE,24.47,670.0
300m,MALE,38.72,670.0
400m,MALE,54.46,670.0
500m,MALE,1:11.56,670.0
4x200m,MALE,1:37.65,670.0
4x400m,MALE,3:42.94,670.0
300m,MALE,38.73,669.0
400m,MALE,54.48,669.0
500m,MALE,1:11.58,669.0
4x200m,MALE,1:37.69,669.0
4x400m,MALE,3:43.03,669.0
200m,MALE,24.48,668.0
300m,MALE,38.75,668.0
400m,MALE,54.5,668.0
500m,MALE,1:11.61,668.0
4x200m,MALE,1:37.72,668.0
4x400m,MALE,3:43.12,668.0
200m,MALE,24.49,667.0
300m,MALE,38.76,667.0
400m,MALE,54.52,667.0
500m,MALE,1:11.64,667.0
4x200m,MALE,1:37.76,667.0
4x400m,MALE,3:43.20,667.0
200m,MALE,24.5,666.0
300m,MALE,38.78,666.0
400m,MALE,54.54,666.0
500m,MALE,1:11.66,666.0
4x200m,MALE,1:37.79,666.0
4x400m,MALE,3:43.29,666.0
200m,MALE,24.51,665.0
300m,MALE,38.79,665.0
400m,MALE,54.56,665.0
500m,MALE,1:11.69,665.0
4x200m,MALE,1:37.83,665.0
4x400m,MALE,3:43.38,665.0
200m,MALE,24.52,664.0
300m,MALE,38.8,664.0
400m,MALE,54.58,664.0
500m,MALE,1:11.71,664.0
4x200m,MALE,1:37.86,664.0
4x400m,MALE,3:43.47,664.0
200m,MALE,24.53,663.0
300m,MALE,38.82,663.0
400m,MALE,54.6,663.0
500m,MALE,1:11.74,663.0
4x200m,MALE,1:37.90,663.0
4x400m,MALE,3:43.55,663.0
300m,MALE,38.83,662.0
400m,MALE,54.62,662.0
500m,MALE,1:11.77,662.0
4x200m,MALE,1:37.93,662.0
4x400m,MALE,3:43.64,662.0
200m,MALE,24.54,661.0
300m,MALE,38.85,661.0
400m,MALE,54.64,661.0
500m,MALE,1:11.79,661.0
4x200m,MALE,1:37.97,661.0
4x400m,MALE,3:43.73,661.0
200m,MALE,24.55,660.0
300m,MALE,38.86,660.0
400m,MALE,54.66,660.0
500m,MALE,1:11.82,660.0
4x200m,MALE,1:38.00,660.0
4x400m,MALE,3:43.82,660.0
200m,MALE,24.56,659.0
300m,MALE,38.88,659.0
400m,MALE,54.68,659.0
500m,MALE,1:11.84,659.0
4x200m,MALE,1:38.04,659.0
4x400m,MALE,3:43.91,659.0
200m,MALE,24.57,658.0
300m,MALE,38.89,658.0
400m,MALE,54.7,658.0
500m,MALE,1:11.87,658.0
4x200m,MALE,1:38.07,658.0
4x400m,MALE,3:43.99,658.0
200m,MALE,24.58,657.0
300m,MALE,38.91,657.0
400m,MALE,54.72,657.0
500m,MALE,1:11.89,657.0
4x200m,MALE,1:38.11,657.0
4x400m,MALE,3:44.08,657.0
200m,MALE,24.59,656.0
300m,MALE,38.92,656.0
400m,MALE,54.74,656.0
500m,MALE,1:11.92,656.0
4x200m,MALE,1:38.14,656.0
4x400m,MALE,3:44.17,656.0
300m,MALE,38.94,655.0
400m,MALE,54.76,655.0
500m,MALE,1:11.95,655.0
4x200m,MALE,1:38.18,655.0
4x400m,MALE,3:44.26,655.0
200m,MALE,24.6,654.0
300m,MALE,38.95,654.0
400m,MALE,54.78,654.0
500m,MALE,1:11.97,654.0
4x200m,MALE,1:38.21,654.0
4x400m,MALE,3:44.35,654.0
200m,MALE,24.61,653.0
300m,MALE,38.96,653.0
400m,MALE,54.79,653.0
500m,MALE,1:12.00,653.0
4x200m,MALE,1:38.25,653.0
4x400m,MALE,3:44.44,653.0
200m,MALE,24.62,652.0
300m,MALE,38.98,652.0
400m,MALE,54.81,652.0
500m,MALE,1:12.02,652.0
4x200m,MALE,1:38.28,652.0
4x400m,MALE,3:44.52,652.0
200m,MALE,24.63,651.0
300m,MALE,38.99,651.0
400m,MALE,54.83,651.0
500m,MALE,1:12.05,651.0
4x200m,MALE,1:38.32,651.0
4x400m,MALE,3:44.61,651.0
200m,MALE,24.64,650.0
300m,MALE,39.01,650.0
400m,MALE,54.85,650.0
500m,MALE,1:12.08,650.0
4x200m,MALE,1:38.35,650.0
4x400m,MALE,3:44.70,650.0
200m,MALE,24.65,649.0
300m,MALE,39.02,649.0
400m,MALE,54.87,649.0
500m,MALE,1:12.10,649.0
4x200m,MALE,1:38.39,649.0
4x400m,MALE,3:44.79,649.0
200m,MALE,24.66,648.0
300m,MALE,39.04,648.0
400m,MALE,54.89,648.0
500m,MALE,1:12.13,648.0
4x200m,MALE,1:38.42,648.0
4x400m,MALE,3:44.88,648.0
300m,MALE,39.05,647.0
400m,MALE,54.91,647.0
500m,MALE,1:12.16,647.0
4x200m,MALE,1:38.46,647.0
4x400m,MALE,3:44.97,647.0
200m,MALE,24.67,646.0
300m,MALE,39.07,646.0
400m,MALE,54.93,646.0
500m,MALE,1:12.18,646.0
4x200m,MALE,1:38.49,646.0
4x400m,MALE,3:45.06,646.0
200m,MALE,24.68,645.0
300m,MALE,39.08,645.0
400m,MALE,54.95,645.0
500m,MALE,1:12.21,645.0
4x200m,MALE,1:38.53,645.0
4x400m,MALE,3:45.15,645.0
200m,MALE,24.69,644.0
300m,MALE,39.1,644.0
400m,MALE,54.97,644.0
500m,MALE,1:12.23,644.0
4x200m,MALE,1:38.56,644.0
4x400m,MALE,3:45.24,644.0
200m,MALE,24.7,643.0
300m,MALE,39.11,643.0
400m,MALE,54.99,643.0
500m,MALE,1:12.26,643.0
4x200m,MALE,1:38.60,643.0
4x400m,MALE,3:45.32,643.0
200m,MALE,24.71,642.0
300m,MALE,39.13,642.0
400m,MALE,55.01,642.0
500m,MALE,1:12.29,642.0
4x200m,MALE,1:38.63,642.0
4x400m,MALE,3:45.41,642.0
200m,MALE,24.72,641.0
300m,MALE,39.14,641.0
400m,MALE,55.03,641.0
500m,MALE,1:12.31,641.0
4x200m,MALE,1:38.67,641.0
4x400m,MALE,3:45.50,641.0
200m,MALE,24.73,640.0
300m,MALE,39.15,640.0
400m,MALE,55.05,640.0
500m,MALE,1:12.34,640.0
4x200m,MALE,1:38.70,640.0
4x400m,MALE,3:45.59,640.0
200m,MALE,24.74,639.0
300m,MALE,39.17,639.0
400m,MALE,55.07,639.0
500m,MALE,1:12.37,639.0
4x200m,MALE,1:38.74,639.0
4x400m,MALE,3:45.68,639.0
300m,MALE,39.18,638.0
400m,MALE,55.09,638.0
500m,MALE,1:12.39,638.0
4x200m,MALE,1:38.77,638.0
4x400m,MALE,3:45.77,638.0
200m,MALE,24.75,637.0
300m,MALE,39.2,637.0
400m,MALE,55.11,637.0
500m,MALE,1:12.42,637.0
4x200m,MALE,1:38.81,637.0
4x400m,MALE,3:45.86,637.0
200m,MALE,24.76,636.0
300m,MALE,39.21,636.0
400m,MALE,55.13,636.0
500m,MALE,1:12.44,636.0
4x200m,MALE,1:38.85,636.0
4x400m,MALE,3:45.95,636.0
200m,MALE,24.77,635.0
300m,MALE,39.23,635.0
400m,MALE,55.15,635.0
500m,MALE,1:12.47,635.0
4x200m,MALE,1:38.88,635.0
4x400m,MALE,3:46.04,635.0
200m,MALE,24.78,634.0
300m,MALE,39.24,634.0
400m,MALE,55.17,634.0
500m,MALE,1:12.50,634.0
4x200m,MALE,1:38.92,634.0
4x400m,MALE,3:46.13,634.0
200m,MALE,24.79,633.0
300m,MALE,39.26,633.0
400m,MALE,55.19,633.0
500m,MALE,1:12.52,633.0
4x200m,MALE,1:38.95,633.0
4x400m,MALE,3:46.22,633.0
200m,MALE,24.8,632.0
300m,MALE,39.27,632.0
400m,MALE,55.21,632.0
500m,MALE,1:12.55,632.0
4x200m,MALE,1:38.99,632.0
4x400m,MALE,3:46.31,632.0
200m,MALE,24.81,631.0
300m,MALE,39.29,631.0
400m,MALE,55.23,631.0
500m,MALE,1:12.58,631.0
4x200m,MALE,1:39.02,631.0
4x400m,MALE,3:46.40,631.0
300m,MALE,39.3,630.0
400m,MALE,55.25,630.0
500m,MALE,1:12.60,630.0
4x200m,MALE,1:39.06,630.0
4x400m,MALE,3:46.49,630.0
200m,MALE,24.82,629.0
300m,MALE,39.32,629.0
400m,MALE,55.27,629.0
500m,MALE,1:12.63,629.0
4x200m,MALE,1:39.09,629.0
4x400m,MALE,3:46.58,629.0
200m,MALE,24.83,628.0
300m,MALE,39.33,628.0
400m,MALE,55.29,628.0
500m,MALE,1:12.66,628.0
4x200m,MALE,1:39.13,628.0
4x400m,MALE,3:46.67,628.0
200m,MALE,24.84,627.0
300m,MALE,39.35,627.0
400m,MALE,55.31,627.0
500m,MALE,1:12.68,627.0
4x200m,MALE,1:39.17,627.0
4x400m,MALE,3:46.76,627.0
200m,MALE,24.85,626.0
300m,MALE,39.36,626.0
400m,MALE,55.33,626.0
500m,MALE,1:12.71,626.0
4x200m,MALE,1:39.20,626.0
4x400m,MALE,3:46.85,626.0
200m,MALE,24.86,625.0
300m,MALE,39.38,625.0
400m,MALE,55.35,625.0
500m,MALE,1:12.74,625.0
4x200m,MALE,1:39.24,625.0
4x400m,MALE,3:46.94,625.0
200m,MALE,24.87,624.0
300m,MALE,39.39,624.0
400m,MALE,55.37,624.0
500m,MALE,1:12.76,624.0
4x200m,MALE,1:39.27,624.0
4x400m,MALE,3:47.03,624.0
200m,MALE,24.88,623.0
300m,MALE,39.41,623.0
400m,MALE,55.39,623.0
500m,MALE,1:12.79,623.0
4x200m,MALE,1:39.31,623.0
4x400m,MALE,3:47.12,623.0
200m,MALE,24.89,622.0
300m,MALE,39.42,622.0
400m,MALE,55.41,622.0
500m,MALE,1:12.82,622.0
4x200m,MALE,1:39.35,622.0
4x400m,MALE,3:47.21,622.0
300m,MALE,39.44,621.0
400m,MALE,55.43,621.0
500m,MALE,1:12.84,621.0
4x200m,MALE,1:39.38,621.0
4x400m,MALE,3:47.30,621.0
200m,MALE,24.9,620.0
300m,MALE,39.45,620.0
400m,MALE,55.46,620.0
500m,MALE,1:12.87,620.0
4x200m,MALE,1:39.42,620.0
4x400m,MALE,3:47.39,620.0
200m,MALE,24.91,619.0
300m,MALE,39.47,619.0
400m,MALE,55.48,619.0
500m,MALE,1:12.90,619.0
4x200m,MALE,1:39.45,619.0
4x400m,MALE,3:47.49,619.0
200m,MALE,24.92,618.0
300m,MALE,39.48,618.0
400m,MALE,55.5,618.0
500m,MALE,1:12.92,618.0
4x200m,MALE,1:39.49,618.0
4x400m,MALE,3:47.58,618.0
200m,MALE,24.93,617.0
300m,MALE,39.5,617.0
400m,MALE,55.52,617.0
500m,MALE,1:12.95,617.0
4x200m,MALE,1:39.53,617.0
4x400m,MALE,3:47.67,617.0
200m,MALE,24.94,616.0
300m,MALE,39.51,616.0
400m,MALE,55.54,616.0
500m,MALE,1:12.98,616.0
4x200m,MALE,1:39.56,616.0
4x400m,MALE,3:47.76,616.0
200m,MALE,24.95,615.0
300m,MALE,39.53,615.0
400m,MALE,55.56,615.0
500m,MALE,1:13.00,615.0
4x200m,MALE,1:39.60,615.0
4x400m,MALE,3:47.85,615.0
200m,MALE,24.96,614.0
300m,MALE,39.54,614.0
400m,MALE,55.58,614.0
500m,MALE,1:13.03,614.0
4x200m,MALE,1:39.63,614.0
4x400m,MALE,3:47.94,614.0
200m,MALE,24.97,613.0
300m,MALE,39.56,613.0
400m,MALE,55.6,613.0
500m,MALE,1:13.06,613.0
4x200m,MALE,1:39.67,613.0
4x400m,MALE,3:48.03,613.0
200m,MALE,24.98,612.0
300m,MALE,39.57,612.0
400m,MALE,55.62,612.0
500m,MALE,1:13.08,612.0
4x200m,MALE,1:39.71,612.0
4x400m,MALE,3:48.12,612.0
300m,MALE,39.59,611.0
400m,MALE,55.64,611.0
500m,MALE,1:13.11,611.0
4x200m,MALE,1:39.74,611.0
4x400m,MALE,3:48.21,611.0
200m,MALE,24.99,610.0
300m,MALE,39.6,610.0
400m,MALE,55.66,610.0
500m,MALE,1:13.14,610.0
4x200m,MALE,1:39.78,610.0
4x400m,MALE,3:48.31,610.0
200m,MALE,25.0,609.0
300m,MALE,39.62,609.0
400m,MALE,55.68,609.0
500m,MALE,1:13.16,609.0
4x200m,MALE,1:39.81,609.0
4x400m,MALE,3:48.40,609.0
200m,MALE,25.01,608.0
300m,MALE,39.63,608.0
400m,MALE,55.7,608.0
500m,MALE,1:13.19,608.0
4x200m,MALE,1:39.85,608.0
4x400m,MALE,3:48.49,608.0
200m,MALE,25.02,607.0
300m,MALE,39.65,607.0
400m,MALE,55.72,607.0
500m,MALE,1:13.22,607.0
4x200m,MALE,1:39.89,607.0
4x400m,MALE,3:48.58,607.0
200m,MALE,25.03,606.0
300m,MALE,39.66,606.0
400m,MALE,55.74,606.0
500m,MALE,1:13.24,606.0
4x200m,MALE,1:39.92,606.0
4x400m,MALE,3:48.67,606.0
200m,MALE,25.04,605.0
300m,MALE,39.68,605.0
400m,MALE,55.76,605.0
500m,MALE,1:13.27,605.0
4x200m,MALE,1:39.96,605.0
4x400m,MALE,3:48.76,605.0
200m,MALE,25.05,604.0
300m,MALE,39.69,604.0
400m,MALE,55.78,604.0
500m,MALE,1:13.30,604.0
4x200m,MALE,1:40.00,604.0
4x400m,MALE,3:48.86,604.0
200m,MALE,25.06,603.0
300m,MALE,39.71,603.0
400m,MALE,55.8,603.0
500m,MALE,1:13.33,603.0
4x200m,MALE,1:40.03,603.0
4x400m,MALE,3:48.95,603.0
200m,MALE,25.07,602.0
300m,MALE,39.72,602.0
400m,MALE,55.82,602.0
500m,MALE,1:13.35,602.0
4x200m,MALE,1:40.07,602.0
4x400m,MALE,3:49.04,602.0
200m,MALE,25.08,601.0
300m,MALE,39.74,601.0
400m,MALE,55.84,601.0
500m,MALE,1:13.38,601.0
4x200m,MALE,1:40.11,601.0
4x400m,MALE,3:49.13,601.0
300m,MALE,39.75,600.0
400m,MALE,55.86,600.0
500m,MALE,1:13.41,600.0
4x200m,MALE,1:40.14,600.0
4x400m,MALE,3:49.23,600.0
200m,MALE,25.09,599.0
300m,MALE,39.77,599.0
400m,MALE,55.88,599.0
500m,MALE,1:13.43,599.0
4x200m,MALE,1:40.18,599.0
4x400m,MALE,3:49.32,599.0
200m,MALE,25.1,598.0
300m,MALE,39.78,598.0
400m,MALE,55.91,598.0
500m,MALE,1:13.46,598.0
4x200m,MALE,1:40.22,598.0
4x400m,MALE,3:49.41,598.0
200m,MALE,25.11,597.0
300m,MALE,39.8,597.0
400m,MALE,55.93,597.0
500m,MALE,1:13.49,597.0
4x200m,MALE,1:40.25,597.0
4x400m,MALE,3:49.50,597.0
200m,MALE,25.12,596.0
300m,MALE,39.81,596.0
400m,MALE,55.95,596.0
500m,MALE,1:13.52,596.0
4x200m,MALE,1:40.29,596.0
4x400m,MALE,3:49.60,596.0
200m,MALE,25.13,595.0
300m,MALE,39.83,595.0
400m,MALE,55.97,595.0
500m,MALE,1:13.54,595.0
4x200m,MALE,1:40.33,595.0
4x400m,MALE,3:49.69,595.0
200m,MALE,25.14,594.0
300m,MALE,39.84,594.0
400m,MALE,55.99,594.0
500m,MALE,1:13.57,594.0
4x200m,MALE,1:40.36,594.0
4x400m,MALE,3:49.78,594.0
200m,MALE,25.15,593.0
300m,MALE,39.86,593.0
400m,MALE,56.01,593.0
500m,MALE,1:13.60,593.0
4x200m,MALE,1:40.40,593.0
4x400m,MALE,3:49.87,593.0
200m,MALE,25.16,592.0
300m,MALE,39.87,592.0
400m,MALE,56.03,592.0
500m,MALE,1:13.63,592.0
4x200m,MALE,1:40.44,592.0
4x400m,MALE,3:49.97,592.0
200m,MALE,25.17,591.0
300m,MALE,39.89,591.0
400m,MALE,56.05,591.0
500m,MALE,1:13.65,591.0
4x200m,MALE,1:40.47,591.0
4x400m,MALE,3:50.06,591.0
200m,MALE,25.18,590.0
300m,MALE,39.91,590.0
400m,MALE,56.07,590.0
500m,MALE,1:13.68,590.0
4x200m,MALE,1:40.51,590.0
4x400m,MALE,3:50.15,590.0
300m,MALE,39.92,589.0
400m,MALE,56.09,589.0
500m,MALE,1:13.71,589.0
4x200m,MALE,1:40.55,589.0
4x400m,MALE,3:50.25,589.0
200m,MALE,25.19,588.0
300m,MALE,39.94,588.0
400m,MALE,56.11,588.0
500m,MALE,1:13.73,588.0
4x200m,MALE,1:40.58,588.0
4x400m,MALE,3:50.34,588.0
200m,MALE,25.2,587.0
300m,MALE,39.95,587.0
400m,MALE,56.13,587.0
500m,MALE,1:13.76,587.0
